content,label
"Shop ơi , cho mình đặt áo lv nam 1 màu navy , size M ",ordering
 cho mình gọi 1 trà sữa bạc hà 1 trà sữa dâu tây size L nhé .,ordering
cho thêm 1 latte đá size medium vào đơn hàng,ordering
1 espresso đá   size regular,ordering
1 mocha đá xay size regular,ordering
cho thêm 1 americano nóng size small,ordering
cho mình 1 trà sữa size s,ordering
Chị lấy size s ,ordering
1 tách Cà Phê Đen Đá size regular,ordering
 Ban ship cho mình 5 cốc trà sữa bạc hà size lơn add topping chân trâu sợi+ thạch cafe .,ordering
Chị order quần riêng có được không ? Màu đen size M&L,ordering
"Cho mình 1 cái áo màu cam dáng ngắn , size xs nhé",ordering
"Cháu cho cô đặt sản_phẩm ở đường link số 3 màu 50 và link số 2 màu 62 . Cả 2 đều size M . Cô là bạn cô Hạnh , gửi cho cô Hạnh",ordering
1 tách Cappucino Đá size small,ordering
1 tách Caramel Đá Xay size regular,ordering
"Tuan_Nga 50k ok bạn , 60k thì lấy size L cho mình",ordering
 Cho em 2 trà sữa panda size M ạ .,ordering
cho một latte nóng size v,ordering
" ship cho em 2ly như hình ạ,size cũng giống nha ạ .",ordering
2 cốc Caramel Machiato Nóng size regular,ordering
to 1 ao khoac chong nuoc mau navy size m ,ordering
 Và 1bac hà size m ít đá và có rau câu ạ .,ordering
"Mai oi , của chị có 1 trần trám , 2 áo len tăm size m tổng tiên 1610k . Ship cho chị luôn đi",ordering
Mình muốn lấy áo này màu đen size L.bạn cho mình thông_tin chuyển khoản nhé,ordering
 Cho em 1 trà sữa hoàng gia size to .,ordering
 cho mình gọi 1 trà sữa bạc hà 1 trà sữa dâu tây size L nhé .,ordering
"Ship cho mình 1 áo size 130 qua P103-I1 Thanh_Xuân Bắc , Thanh_Xuân 0917 290 215 Ngân",ordering
" Cho mình 1 trà sữa hokkaidou thêm nhân lô hội. 1 matchiato matcha, 1 yakult xoài. Đều size M ạ. .",ordering
1 mocha hạnh nhân đá size regular,ordering
"mình order mẫu này 1 áo màu đen size XS , bạn check inbox và tài_khoản giúp mình nhé",ordering
mình mua size bé : D,ordering
 Cả 3 đều size m bạn nhé .,ordering
cho thêm 1 trà nho đen đá size regular,ordering
cho mình 1 cappuchino nóng size m,ordering
 Mình muốn ship 1 macchiato matcha size M và trà sữa bạc hà size M. Với bánh luôn ạ .,ordering
1 matcha macchiato size regular,ordering
Mình bộ màu_danhé,ordering
cho thêm 1 trà nho đen đá size regular,ordering
cho 1 cốc cookies đá xay size lớn đến 83 duy tân hà nội,ordering
 Cho mk 1 trà sữa trân châu hoàng gia size L với 1 trà sữa size L với na .,ordering
cho 1 cà phê sữa đá size m đến 82 duy tân,ordering
cho 1 cà phê sữa đá size m đến 82 duy tân,ordering
Lấy màu ghi sáng cho mình size xs ship chung với váy vừa_nãy nha shop,ordering
 E 1 machiato hồng trà sz L .,ordering
 Cho em 1 cốc trà sữa panda size L ạ .,ordering
1 soda táo xanh size regular,ordering
cho tôi một cà phê sữa nóng size nhỏ,ordering
1 tách Cà Phê Sữa Đá size regular,ordering
"0989706668 , 1 áo màu hồng đậm con gái có mũ size 160 nhé",ordering
 ship cho mình 1 trà sữa bạc hà size L Đến bệnh Viện phụ sản Hà Nội.  Số điện thoại : 0976555629 .,ordering
Em lấy cái size 130 với ? màu cam,ordering
2 cốc Espresso Nóng size regular,ordering
Bich_Ngoc_Le : cho em cái kẻ xanh size M nhé,ordering
Ship cho mình 3 hộp trà đen machiato size S đến 116 chùa láng nhé,ordering
"mình order: 3 trà đào cam xả, 1 americano nóng , 1 Trà chanh đá, 1 tách latte đá, tất cả đều size M",ordering
1 tách Bạc Sỉu size regular,ordering
 ship cho tớ 2 cốc toco 3 anh em size L .,ordering
1 tách Cà Phê Sữa Nóng size regular,ordering
cho một latte nóng size v,ordering
Chị order em áo đen size 160 nhé.Check cả inbox em vụ đôi giày hôm trước nữa ạ.Không thấy chị rep 😐,ordering
" Trà sữa ba anh em , size L .",ordering
"cho mình cái màu cam , size 110 nhé , ship xuống kdt xa la hà đông thì bn ah ?",ordering
Dạ mình muốn mua trà sữa,ordering
"okie, ship cho mình 3 trà sữa tới 17 Duy Tân nhé. Sđt 0123456900",ordering
lấy cho m 3 cốc cùng size L nhé,ordering
"bạn ơi, bạn chuyển đến trường cao đẳng thuowg mại và du lịch ở cầu giấy cho m 1 cốc emerino nog ngay nhá",ordering
ship cho tôimột matcha đá xay đếnn cổng Thiên Đường Bảo Sơn ngay nhés,ordering
minh oerder 3 pình lục trà ấm nhé,ordering
"bạn ơi, bạn cho mk 11 cốc emerino nog cỡ vừa và 1 bánh bear nhé",ordering
cho t orderr 1 côc mát cha + 1 ni cam tươi nhé,ordering
minnh đặt 2 coc coffee den dá thêm một cóc tra dao nè,ordering
cho to một cốc cafe sữa nóng cốc to và mọt ly sinh to táo ngay nhe,ordering
cho tôi một bánh tirami + 1 ni sô da việt quat và một cốc campuchjno cỡ vua nhe,ordering
ship cho tôi 1 cốc matcha đá xay đến cổng Bảo Sơn nhé,ordering
cho tôi ba ni cafe sữa nóng cỡ to và 3 ly capuchino nóng cớ vừa nhe,ordering
mk order sáu chaj trà xah + bẩy lọ capucino ngay bây giờ mang đến cho mình lun nhe,ordering
mình muốn đặt bảy gói chocolate và 9 chén cà phe sữa nóng cho vừa sữa bạn nhá,ordering
ship cho m 1 cốc trà hương vị bạc hà đá ngay và luôn đến 115M2 Huỳnh Thúc Kháng nhé,ordering
mình order 3 côcs amerino nóng và 2 li sinh toos cảm soài + 1 chen côokies đá xayy nhạ,ordering
mk muốn order 1 ly Toffee Hanh Nhân Nóng nhé,ordering
cho mình một cốc sinh tố việt quất ít sữa đến Phạm Hùng Cầu Giấy nhé,ordering
cho t một ca sinh tố việt quất vừa sữa nhé và hai chén sinh tố cam soài nhều sứa đến Khuất duy tiến nha,ordering
m mmuon order 2 coc sjinh tố cam xoai nhe,ordering
m order bốn li sijnh tộ cám xoài nhiều sữa,ordering
"bạn ui, cho m bổn cốc xjnh tố kam soài hông có sữa và 1 chénn lát te lạnh đến viện 103 ngay nha",ordering
cho mk 2 ly capu nóng + 4 bink cookie đến ĐH Quốc Gia Hà Nội ngay nhé.,ordering
m caand 3 chen capchino am nhe,ordering
m cần ngay 3 bifh cookje thêm 5 chai expresso + 2 binh chà hg vỵ nhỏ den đá bạn nhé,ordering
"cho mh 1 cốc mocha nóng + 1 bánh velvet đến Chùa Láng, Đống Đa, Láng Thượng, Hànội 8h tối nay nhe",ordering
cho mk order 3 cốc cookkie đá xay + 1 pình espress vừa sữa đến Cầu Giấy 8h snag mai nha bạn.,ordering
cho t 3 ly espreso + 1 bình cookye và cả 1 chai sôcola đến ngay nhà,ordering
"m order 3 cốc cookje, 4 pink americno, 5 chai chocolat đá xay, 2 coocs xinh tố vietet quaatss ne",ordering
b mang đến lun bây h cho mình 1 cốc sinh tố cam soài được không nhỉ?,ordering
cho t 1 cộc chocoatl + 3 li cookkie và 2 trai nước cam ép,ordering
"cho c 3 cọc cam ép và 1 chai capuchjn đá, 1 hộp xjnk tố dâu ổi nhe",ordering
"mình muốn order 1 lọ kam tươi, 1 lọ tra xah đến Xuân Thủy 15h chiều nay",ordering
1 trà matcha latte nóng tới 136 Xuân Thủy Dịch Vọng Hậu Cầu Giấy ,ordering
m order 1 côsc chà sanh nóng,ordering
ship cho mình 1 cốc trà sữa đến nhà sách abc nguyễn trái nhe,ordering
cho t một coc kam eps + 1 ly xô đa táo xanh,ordering
chị order 1 bih nc cam vắt nhé,ordering
m muốn order 1 nii sodaa táo sank đến ĐH kinh tế quốc dân ngay nhé,ordering
bây giờ shop ship cho em ngay và luôn 1 cốc mocha nóng + 2 ly sinh tố dâu ổi tới Nhà A20 - số 18 - Hoàng Quốc Việt Nghĩa Đô Cầu Giấy Hà Nội,ordering
cho t 5 cốc capuchjno đá và 1 red velet cake tới Hai Bà Trưng nhé,ordering
mk oorder sáu coc kappucino đá xay nhìu sữa và 1 páng mỳ duốc fômai đến ngã 4 sở nhé,ordering
ban oi bạn cho m order 1 cosc capchino và 2 ka cúc ki ít sứa ,ordering
ship tới Xuan thuy Cau Giay 2 cốc mocha đá nhé ,ordering
síp cho mik ngay và luon bgio 1 pansk mỳ pho may và 1 sjk to kam nhieu sua nhe,ordering
cho tôi 5 chiếc bánh mì ruốc phô mai đến huỳnh thúc kháng ngay nnha,ordering
cho m 6 cai banh ruoc pho mai đến cổng trung tâm hội nghi quốc gia,ordering
m muốn oorder 5 cái bánh mì ruốc phô mai 8h sáng mai mang đến cho mình đúng giờ nhé,ordering
cho t hai chiếc panh mi và 3 cốc sik tố cam xoài + 1 banhhs velet ngay nhé,ordering
ship ngay tới Nguyễn Văn Huyên Nghĩa Đô Cầu Giấy cho tớ 1 cốc trà den macchiato thêm 1 Bạc sỉu và 2 bánh bear cake nhé,ordering
7 pánh mì ruoc phomai và 5 coc sih tố xoài vừa sữa nhé,ordering
1 soda táo sanh đến ngay Huỳnh Thúc Kháng nhé bạn,ordering
cho t 2 bình tóp phe hạnh nhân và 1 panh mỳ nhân ruốc nhé,ordering
cho m 2 chai sô đa táo sanh + 1 cốc tofe hanh nkan + 3 cái phánh mì kẹp phoomai,ordering
ship cho t 1 matcha đá xay đến Cổng Thiên Đường Bảo Sơn nhé,ordering
ship m 1 xô đa táo sanh và 5 ổ bánh duoc po mai nhe,ordering
5 chiếc panh ruoc phomai và 1 sodaa táo + 1 sô da vitjt wuat,ordering
cho t 1 sóda việt quat và 1 banh mj ruocs nhe,ordering
cho m 1 matcha đá xay nhe,ordering
b cho mk order 1 macha da xay nhé,ordering
mik cần có 3 cốc Toffee hạnh nhân nóng qua 192 Thái Thịnh ngay nhé,ordering
cho em đặt 2 MATCHA ĐÁ XAY ạ,ordering
cho em đặt 1 cốc Matcha Đá Xay ạ,ordering
mình cần có 5 cốc Matcha ĐÁ xay + 1 cốc mocha nóng và 1 trà đen macchiato đến số 8 Pháo Đài Láng Láng Thượng Đống Đa ngay bây giờ,ordering
"cho chị đặt 1 cốc Latte đá kèm 1 cốc mojito chanh tươi + 2 ly trà đào cam sa tới Láng Đống Đa Hà, 72 Nguyễn Chí Thanh Láng Hạ Đống Đa Hà Nội",ordering
cho em 3 matcha đá xay + 2 bánh red velvet đến 56 Vũ Trọng Phụng Thanh Xuân Hà Noi,ordering
mang tới Vũ Trọng Phụng cho mình 5 hazelnut da xay nhé,ordering
AD CÓ THỂ MANG ĐẾN CHO EM 3 CỐC MATCHA DÁ XAY VỚI 2 CỐC TRÀ ĐÀO CMA SẢ Ạ,ordering
b ship đến cho mình 1 cốc matcha đá xay và 1 mocha nóng nhé,ordering
CHO 2 MATCHAA DA XAYY ĐI SHOOP,ordering
Cho 3 Matcha Đá Xay đi shop,ordering
cho luôn 4 cốc Bạc Sỉu cái bạn nhỉ,ordering
M Ở TRẦN KHÁT TRÂN BẠN CÓ THỂ SHIP ĐẾN CHO M 2 LY MATCHA ĐÁ XAY ĐƯỢC KHÔNG NHỈ?,ordering
m đặt 2 matcha đá xây kèm thêm 1 cafe đen đá nữa,ordering
cho tớ một matcha đá xay đến cổng chính Thiên Đường Bảo Sơn vào 12h30 chiều nay nhé,ordering
cho một matcha ddaass xay đến coonngf Trào Bảo Sơn paradise nhá,ordering
1 matcha đá xayy tới Lý Thường Kiệt,ordering
ship chị 2 matcha đá xay tới Hoa Kỳ Đình tối nya 8h nhas,ordering
mình muốn order 5 matcha đá xay tới Mỹ Đình thôn có được không?,ordering
m mún 3 matcha đa xayy den làng Phú Mỹ dc k?,ordering
ad cho em 1 matcha đá xay tỏi vuonn Hoa hà Đông luôn nhé?,ordering
mattcha đá xay vào 14h ngày mai nhá,ordering
"16A TRần Phú hà đông, bạn mang tới cho mình 2 cốc matcha đá xay nhé",ordering
"mình đang muốn đặt 6 ly matcha das xay tới 99 nguy nhu kon tum, ad có thể shiip ngay cho mình bgio dduocj k?",ordering
ship luôn cho mình 2 matcha đá xay nhé,ordering
"chào ad, mình muuon đặt 2 ly matcha đá xay",ordering
"xin chào, bạn có thể mang tới cho mình 3 matcha được hông?",ordering
"anh ơi, anh ship cho em 1 matcga ddas xay",ordering
"chào cháu, cháu ship đến công viên Cầu Giấy cho chú 1 matcha nhé. Chú cảm ơn cháu nhiều",ordering
"chào cháu, cháu ship đến công viên Cầu Giấy cho chú 1 matcha đá xay nhé. Chú cảm ơn cháu nhiều",ordering
"Chào cháu, cháu mang tới cho cô 3 matcha đá xay nhé",ordering
"em mún order 12 cốc matcha đá xay,30 phút nữa shop có thể ship đến cho em đc k ạ?",ordering
"mình ở kí túc xá làng sinh viên Hacinco, bạn cho mình đặt 2 matcha đá xay tới đây luôn nhé",ordering
anh cần 10 cốc matcha da xây 10 phút nữa em mang đến cho anh được không vậy?,ordering
cho mmình 1 matcha macchiato nhé,ordering
làm giùm mình 2 matcha macchiatoo xong ship đến viện 198 nhé,ordering
ship ngay và luôn cho m 1 matcha machiato cảm ơn nhé,ordering
"tớ ở 68A lê Văn lương, bạn ship cho mình 4 matcha macchiato đến đây nhé",ordering
"chào bạn, bạn có thể ship đến cồng Đại Học Quốc Gia cho mình 1 matcha macchiato được không nhỉ?",ordering
"chào bạn, bạn có thể ship đến cồng Đại Học Quốc Gia cho mình 1 matcha macchiato đc k nhỉ?",ordering
mình cần 2 matcha macchiato ,ordering
"chào ad, t ở Mộ Lao Hà Đông ad shipp giúp mình 3 MATCHA MACCHIATO đến đây ngay và luôn nhá",ordering
shop mang đến trường Đại học Khoa học tự nhiên cho mình 3 matcha macchiato được không?,ordering
ship đến ĐH khoa học tự nhiên cho mình 2 matcha macchiato đc k?,ordering
ad mang tới đh khoa học tự nhiên cho mình 1 matcha đá xay và 2 matcha macchiato nhé,ordering
cháu ship cho bác 5 cốc matcha macchiato nhé,ordering
khoảng 30 phút nữa bạn có thể chuyển đến cho mình 1 matcha macchiato được không?,ordering
em muoons order 2 matcha macchiato tầm khoảng 25 phút nữa có không shop?,ordering
"chị order 1 matcha đá xay + 1 matcha macchiato, em có thể ship đến cho chị luôn bây giờ được không vậy?",ordering
tôi muốn uống 1 matcha macchiato ,ordering
tôi có thể gọi 3 matcha macchiato và 2 matcha đá xay đưuọc không?,ordering
cô muốn order 3 ly matcha macchiato vào 9h sáng ngày mai cháu có ship được không?,ordering
c mún e chuyển dden phố Ngô Quyền cho chị 3 matcha đá xay kèm thêm 1 matcha macchiato nhé,ordering
"chào b, b ship cho m 1 trà đào nhé",ordering
mang cho mình 2 trà cam sả và 1 matcha macchiato nhá,ordering
ship đến Sa LA cho mình 1 cốc Trà đào cam sả né,ordering
mình muốn ddawt 3 ly trà đàoo cám sả nhé,ordering
cho mình 1 coossc trà đào nhỏ nhé,ordering
cho m 1 cốc trà đào nhỏ nhé,ordering
m đặt 2 ly trà đào size nhỏ nhé,ordering
cho mình 1 ly nhỏ và 2 ly to trà đào cam sả ná,ordering
cho mình 1 cốc trà đào nhỏ + 3 cốc to đến khoa Luật Đại học quốc gia HÀ Nội,ordering
ship đến cầu trắng HÀ ĐÔng cho c 1 ly trà đào với thêm 3 matcha macchiato + 1 matcha da xáy nhẹ,ordering
chị caand 3 trà đào camm sa vào 10h sáng nay nhé,ordering
chị cần 4 ly trà dao cam sả đến cửa hàng mỹ Phẩm Xuân Thủy trên đường Trần Duy Hưng,ordering
1 trà dào cảm sá ddeens HOanngf Đạo Thúy nhes,ordering
tôi có thể gọi 2 cốc trà dào 1 size to và 1 sixe nhỏ đc k,ordering
cho t một cố trà đào nhỏ và 1 cốc matcha đá xay luôn nhes,ordering
cho tôi 1 cốc trà đào cam sả nhỏ và 1 cốc matcha đá xay luôn nhé,ordering
"bạn ơí, bạn cho mình đặt 1 ly trad đáo cam sả nhé",ordering
20 phút nữa bạn ship cho m 3 ly trà đào nhá,ordering
mình cần có 3 cốc trà đào thêm 1 cốc matcha dá xayy,ordering
m mún 1 matcha macchiato + 3 ly trà đào cam sả,ordering
